x,y
109,221.26356849631836
110,222.4160105037504
111,221.31912323730305
112,227.15056394333877
113,228.78541315332782
114,228.6232751926205
115,231.58488497532807
116,233.70199142308934
117,236.62183415502014
118,236.52806757489256
119,236.74231066167712
120,242.56700899080732
121,243.23262063138063
122,245.21872010728853
123,245.6309645588218
124,247.78513876291873
125,251.8253966100601
126,251.13273756070365
127,255.9461331022173
128,258.345526209719
129,256.7227137025907
130,258.5800729910099
131,264.1942623502487
132,265.00587115392017
133,265.03473883747705
134,269.43027452518277
135,273.3213984153188
136,272.50305531201
137,274.41195471097615
138,276.9257707862202
139,277.0996701265581
140,281.50147848683395
141,282.2428416949864
142,284.8352017130862
143,288.62730637166385
144,288.1526921480205
145,290.7746963367022
146,293.30070575184556
147,296.8179563457351
148,295.9300335736179
149,300.61387554707653
150,302.45584514774015
151,300.90887661605814
152,305.47913082053947
153,304.8281364006615
154,310.05064277659517
155,312.9711171773435
156,313.80603484663453
157,317.1681238647266
158,317.07121375358486
159,317.35648237009696
160,321.1295062893921
161,323.49280382550097
162,322.60954290786754
163,325.4957088676148
164,327.61449528280826
165,330.9762988501962
166,333.1106442080823
167,332.83971621632634
168,335.9898572797692
169,336.99122201543526
170,339.0965431737809
171,342.91049158760535
172,342.74334451829014
173,348.897075945485
174,347.97826571582874
175,349.85539009177893
176,351.8030070943149
177,356.6275699528509
178,357.34071631797946
179,357.5549266721079
180,362.2616011949045
181,364.9912907859741
182,364.34047141055834
183,365.91131605427324
184,371.0484787611638
185,372.2101471855009
186,374.5222455032621
187,376.0696412276972
188,376.9901675282477
189,378.1420793138859
190,380.7539107765186
191,380.78273338073103
192,384.241467251872
193,386.2331929845356
194,391.0043918805131
195,391.207579029827
196,390.6002120693018
197,393.85570122517447
198,397.64926528524506
199,398.0449530262551
200,403.2411131988547
201,404.73589945244265
202,406.15339916288616
203,408.8959599102814
204,409.2176812103948
205,409.2895126914636
206,412.46495509429445
207,412.87879227587126
208,418.41898062382944
209,420.985029756093
210,421.87322261681396
211,423.2732236647788
212,424.0334407550411
213,425.3868832955452
214,429.5724217449879
215,428.5961819282954
216,431.32843520688544
217,432.6273150153503
218,437.92065871075687
219,438.3321965320755
220,439.63425002770805
221,440.797503626918
222,445.9875814061789
223,447.4316161491223
224,450.2156884305061
225,450.8943590259092
226,450.9385347677971
227,456.2919404790352
228,457.289080817766
229,457.52109052563446
230,463.13235696676094
231,461.8978962993788
232,463.2376885794726
233,464.978018601262
234,469.30032200768864
235,469.8073025559404
236,471.26653892037416
237,474.8360432607596
238,476.4858854569083
239,477.58590436465744
240,482.3669471262049
241,484.53148438968566
242,483.43997701731826
243,487.3435029873879
244,486.55646717403135
245,492.1148714478382
246,493.81388821451543
247,497.0767883477382
248,498.6223891135406
249,499.11391690252674
250,500.9066584069658
251,503.4818354754084
252,504.5747089208516
253,508.6404702750651
254,510.13267987173435
255,511.25389505299665
256,515.2672946352998
257,512.8121912415867
258,515.4986854451947
259,521.1008582505337
260,521.6549583298109
261,521.2544284008895
262,524.6239758099413
263,525.9441546198084
264,527.3816724371721
265,532.8142966391526
266,532.0485470201396
267,534.0143809587101
268,538.8873960634664
269,539.182118156274
270,539.0018358355019
271,541.1017060709742
272,545.8246903672031
273,549.3419467739791
274,548.3886810219589
275,552.9805570369209
276,552.202332200032
277,552.9237335056122
278,555.004768758325
279,559.9160993775507
280,560.8646517498449
281,562.1018128801404
282,563.8183980616087
283,566.5233031212746
284,568.2970671675645
285,568.6161352041587
286,571.5000412959191
287,576.9695119106832
288,575.5886597912283
289,579.9617651635784
290,582.5913977851608
291,583.9376648728719
292,583.6916392687694
293,586.5493891801357
294,586.9060162790147
295,592.709685352615
296,591.6153912270099
297,594.8042319446816
298,595.259385406636
299,598.9398280378043
300,598.7881916356353
301,602.7090932409259
302,605.8445273094037
303,604.7277864101997
304,611.2319088826463
305,609.4331647003875
306,612.1093878151112
307,612.9989715826555
308,614.6437635769499
309,620.3040294473408
310,618.923795028638
311,621.1173875616417
312,625.8898768543235
313,626.9200407885255
314,629.8221429714041
315,629.2028229607423
316,634.5151882919695
317,636.6603409430669
318,638.1222838422563
319,637.9556664180553
320,638.6986233943137
321,644.8251945724651
322,642.610452532003
323,649.0176551265563
324,651.0241454150841
325,648.9008303207793
326,653.903395607968
327,652.9427433795612
328,658.3923836407688
329,657.8229194928057
330,660.5648860475883
331,663.0112048013384
332,664.9907792567404
333,668.0863828797759
334,666.7307202645114
335,671.8749527960322
336,673.4205218319023
337,675.9439973912012
338,678.5659471619377
339,681.2892316306975
340,682.9176978273246
341,685.2486429849439
342,683.2647973000009
343,685.67232899495
344,691.1750997677832
345,691.5698443175723
346,695.4159311459389
347,697.0716614955024
348,698.1841255734378
349,698.479832948098
350,699.554561695497
351,702.9556160818375
352,703.2743785891574
353,705.2040323548936
354,708.2068235289307
355,710.132023014753
356,710.9729643813298
357,714.3721332277215
358,714.5711182609747
359,720.8253112274173
360,722.6090912783657
361,725.4880798671924
362,725.8344520481486
363,728.8107606977474
364,730.7912477110727
365,729.9085885829097
366,730.5660099931722
367,737.1906982023668
368,738.6839841176483
369,737.3271311378863
370,742.0143220578854
371,742.1353906719006
372,745.8782333039026
373,745.0045661465438
374,748.2704594988763
375,749.3842570983353
376,753.5830768142876
377,755.2707438976349
378,757.61033026293
379,760.9251586173458
380,759.7267601541326
381,762.6083765978524
382,766.8330504849092
383,768.9289176078024
384,770.6492127107457
385,770.5963534032293
386,773.7106893742944
387,775.7581220264486
388,778.2743949461055
389,781.0244453732826
390,780.0816879275854
391,783.4799651144161
392,786.3606180784907
393,785.4157348044462
394,787.5500372991173
395,790.5206627158689
396,793.8521036571238
397,796.005126238596
398,796.0704723536628
399,801.2329918194679
400,798.6395892060825
401,801.5129756329706
402,805.5500820872127
403,808.4259260500769
404,811.4017634825583
405,809.7740984709651
406,811.2383198950927
407,817.3014040877447
408,817.7595461124318
409,817.0467594530394
410,820.4068726032876
411,821.1268283714788
412,824.6892585855885
413,827.2449083208113
414,829.0216350504793
415,832.2881401831944
416,830.825253237342
417,834.3708065786732
418,839.305176273618
419,838.364637795772
420,839.7720465040383
421,844.4364111709019
422,847.4505093889812
423,848.988680366183
424,850.7837195070938
425,851.8137837381997
426,853.8986069353758
427,856.5639937574141
428,855.5011373420946
429,857.1972284689219
430,860.1368092936686
431,863.253709803302
432,862.9274155707099
433,868.2124955154757
434,869.9251276907095
435,871.7832708497801
436,874.2339190897046
437,874.4281161164602
438,877.0218860475218
439,878.4712394075802
440,882.671208061515
441,882.7894816036512
442,883.2189508974191
443,889.3644028373744
444,890.7083126626125
445,890.5675770301996
446,893.3242034764738
447,894.1526815426466
448,897.0078263235563
449,900.9628738539565
450,899.8976022621894
451,904.9554640785598
452,905.6924918314808
453,906.6348014159997
454,910.0185922579241
455,908.5759245001422
456,914.0159613982678
457,915.7622197471313
458,918.8434831195867
459,920.1022911907457
460,919.1791043174402
461,922.8506598936644
462,926.6411588938576
463,925.8976674805886
464,931.1697232738658
465,930.5297643949596
466,932.2785718966662
467,933.3642999632036
468,936.1085444613277
469,940.2510094754792
470,938.6842144881805
471,941.7574049928561
472,945.045208927361
473,947.7193252092158
474,946.5088136050394
475,950.0434430849422
476,955.3764513118982
477,957.376844407079
478,956.3028632308142
479,960.7300710766642
480,960.2993957083526
481,963.7254529362721
482,964.1161000717332
483,966.0002206780284
484,969.883613903655
485,971.1688509113252
486,975.2138746310462
487,974.5236706566177
488,978.2832193934494
489,980.6585161489332
490,982.5892503886139
491,981.2557808577134
492,985.1300851515706
493,984.7133281654397
494,990.3975215109105
495,989.651644238535
496,992.2425920721247
497,992.8488057978086
498,997.9446767783993
499,1000.6244416681766
500,1002.8973139138179
501,1003.9714074113919
502,1005.6566294714839
503,1005.7118826085592
504,1010.4095969237916
505,1010.4310341881527
506,1014.2789038823811
507,1012.5151346161098
508,1017.8236634112923
509,1018.10766466995
510,1021.7384774433872
511,1021.573703254729
512,1024.6513657333826
513,1025.419759048398
514,1029.18850137288
515,1028.9271695815546
516,1032.790479262064
517,1033.7659495682892
518,1038.6091381798299
519,1037.3522439830806
520,1039.0941424703158
521,1041.2939751810304
522,1045.6161518892409
523,1047.357020223144
524,1048.3261731638245
525,1052.5904222600016
526,1054.4955768015993
527,1055.0313015803936
528,1054.979844214733
529,1059.0262843297055
530,1062.5346493849656
531,1065.4755308910837
532,1065.597349873707
533,1064.5264116174535
534,1068.0211939543951
535,1069.692266200529
536,1075.4798406315426
537,1076.6592697984806
538,1075.711197934791
539,1077.7995181523775
540,1081.3284151344365
541,1084.7005650688532
542,1084.4946533362775
543,1088.2880472548563
544,1088.5585339231684
545,1090.6221647790226
546,1094.3739430706248
547,1095.4300657367698
548,1099.49470526284
549,1099.8666522420176
550,1101.1732713823872
551,1104.1001955370475
552,1106.1102971307307
553,1104.5943379004902
554,1106.8564584708265
555,1109.5808410909242
556,1113.6478630401486
557,1114.4114900330858
558,1118.2848139589391
559,1120.8274152520821
560,1122.31727828219
561,1124.8705641513036
562,1127.23395154508
563,1125.0247642529825
564,1129.2037180755528
565,1129.7230768855743
566,1133.5010761334495
567,1135.145191799713
568,1138.6675252490238
569,1137.3311948036148
570,1140.9174739794214
571,1142.1653695541413
572,1145.474713144859
573,1147.8944422810384
574,1146.9424656631297
575,1149.8478845734744
576,1154.5843039350714
577,1152.6979179836756
578,1157.8647163373648
579,1160.5651679985012
580,1163.3084513528247
581,1162.5484056570542
582,1165.3828214562288
583,1167.7668352896483
584,1170.207143986497
585,1169.111722054729
586,1173.2971997843952
587,1172.8638231236819
588,1174.5091436410805
589,1178.7884004859802
590,1180.4435156028176
591,1184.7638073996945
592,1183.8422469714283
593,1186.6528945640641
594,1187.8350896969866
595,1190.382825363932
596,1192.4415619372992
597,1195.5716784240215
598,1198.9972268223755
599,1196.8305488347823
600,1200.4633326321857
601,1205.286098756416
602,1205.1327712209059
603,1205.675897731549
604,1208.0155874214354
605,1211.4941331080076
606,1213.1711735552533
607,1216.6275408539275
608,1216.302196509276
609,1220.3524413704743
610,1219.3603995569456
611,1223.303856158567
612,1224.9283463700883
613,1229.219624162732
614,1229.1014218042374
615,1230.124196712046
616,1232.1983281326793
617,1236.5249069334175
618,1237.2890186572959
619,1236.7533457862714
620,1243.1325140807219
621,1240.7341324690565
622,1244.7194470667616
623,1248.0269175432004
624,1246.74004500492
625,1251.4075594531964
626,1252.66844507984
627,1256.3800439469321
628,1255.102594644223
629,1259.0379404673688
630,1260.2355054238558
631,1264.5641339808833
632,1264.310404497177
633,1266.2125039402563
634,1268.616860931967
635,1268.7165388731703
636,1272.213654083317
637,1272.778108392669
638,1278.8267633421162
639,1280.1907023233418
640,1282.3204523844722
641,1283.4035197183655
642,1284.7500996951485
643,1285.322574311261
644,1290.9771606926317
645,1292.3193358678031
646,1294.7990465900841
647,1293.5630382850704
648,1299.3525579093425
649,1296.82871499859
650,1299.013396645703
651,1300.7158213915843
652,1303.229525627764
653,1308.972254889568
654,1307.7474206239833
655,1312.5733212660882
656,1311.7454364015045
657,1313.5771944763292
658,1317.196329587403
659,1320.040468251808
660,1322.0828408051577
661,1324.602455794437
662,1323.2947158296581
663,1326.1542207944558
664,1327.4729215678908
665,1333.4391111414893
666,1334.6214519005807
667,1334.8927705159808
668,1336.4714400826947
669,1336.9389307503554
670,1340.3925639974318
671,1344.46779204344
672,1346.2807194335362
673,1345.6324182554758
674,1346.6090274922815
675,1351.5955617499658
676,1351.968054388836
677,1356.8075596667106
678,1355.4886669268233
679,1359.475727077761
680,1362.1012851562555
681,1362.1326268137088
682,1365.0784054648834
683,1365.023584146145
684,1366.5051330019317
685,1373.499740822354
686,1370.685323207864
687,1375.873603911928
688,1378.7013851650613
689,1378.3659030009728
690,1383.1389576029153
691,1382.28983357594
692,1385.214294668395
693,1387.828771218254
694,1389.770230574388
695,1392.40527359016
696,1391.363511938073
697,1393.3880462722477
698,1397.4566333777618
699,1396.7911724660225
700,1400.9827978360781
701,1401.247255291825
702,1402.963593978766
703,1405.9758904682487
704,1409.0235663027163
705,1410.490911763808
706,1411.6045143796034
707,1415.9777646273678
708,1418.7523968171238
709,1418.3677913733527
710,1419.1401856294335
711,1422.6223485682526
712,1426.5303746770905
713,1425.0598519881823
714,1428.1921745784662
715,1431.400028016034
716,1435.2861102555623
717,1436.249937367461
718,1437.264825136069
719,1439.2582548578132
720,1438.8835197252365
721,1444.4437258666835
722,1443.4506187805844
723,1445.112595406044
724,1447.5194413214717
725,1449.872111284903
726,1453.0831856121915
727,1456.4025999095372
728,1455.1542285554137
729,1461.2839016670055
730,1460.3585571372826
731,1463.1472331220089
732,1465.2578412842468
733,1469.4007744124567
734,1468.8959793789274
735,1473.2104098204466
736,1472.06530566886
737,1474.0194095567554
738,1478.964531446165
739,1479.974662142954
740,1482.373021503209
741,1485.270595634661
742,1485.897092512968
743,1488.2805146093922
744,1487.8149732700217
745,1490.8607134104927
746,1491.8794657008646
747,1494.3140959310535
748,1498.3682232662138
749,1501.3372662098125
750,1503.0684671373508
751,1502.8310902262906
752,1503.2471722346754
753,1508.5568472296004
754,1508.0777347876171
755,1511.602296282188
756,1513.914261764591
757,1512.5883811267893
758,1516.193491529373
759,1518.704333446603
760,1518.844706694636
761,1524.3405770826262
762,1527.0825778941237
763,1527.4229504842397
764,1527.4643316163208
765,1529.5624941160006
766,1532.69753551892
767,1532.8417376451996
768,1535.8487162974088
769,1539.081777944879
770,1539.9483735804486
771,1541.9115322723442
772,1546.310218297465
773,1544.7176647731997
774,1550.225410632929
775,1553.3247537456955
776,1551.553420013201
777,1556.2910973512426
778,1558.955095583688
779,1560.669066736625
780,1563.0151297010445
781,1564.5179919945717
782,1564.5643094264642
783,1567.6376575894872
784,1571.071506319328
785,1572.3093855372028
786,1571.8514519994992
787,1573.8659134854838
788,1578.9539919672466
789,1579.239207487039
790,1580.8508700075517
791,1582.3988601678725
792,1584.5921437758668
793,1585.7805427897615
794,1587.522383119021
795,1590.0919522311274
796,1590.6133913391286
797,1592.7525067502418
798,1596.9337233133713
799,1600.3098577804726
800,1602.9939253047944
801,1601.5597698947252
802,1606.7366824761593
803,1606.4523007616476
804,1610.6142366827312
805,1609.451059195779
806,1611.6984877853145
807,1612.5907191227361
808,1616.3280754506345
809,1620.017379741878
810,1620.696093304895
811,1625.2324446907323
812,1625.0367416722563
813,1626.7263802847394
814,1629.2993874538024
815,1629.9061089744116
816,1633.0547506042344
817,1633.3479410800646
818,1636.5345397496358
819,1638.7358339962998
820,1638.6325378964548
821,1642.4977403322061
822,1646.4913361751176
823,1648.6595005634542
824,1650.3147103039657
825,1652.9641266406445
826,1652.3077250887286
827,1656.100651347074
828,1656.2832853506445
829,1658.1934574485476
830,1662.6441631883417
831,1662.0104998946765
832,1666.496401490181
833,1668.9295611510715
834,1666.5899118115974
835,1669.372406968035
836,1671.4527163035739
837,1676.5441855803592
838,1675.1588922065193
839,1680.3905623151386
840,1679.57041252219
841,1680.6723431337477
842,1687.1108425056987
843,1688.2756223381105
844,1687.7673718855945
845,1693.0628318627314
846,1691.2774127025925
847,1694.8053721226847
848,1694.949189471175
849,1697.7526012253832
850,1701.2008162408624
851,1703.296018998281
852,1703.6544020401464
853,1708.6122639706546
854,1708.1563226336848
855,1711.10169260994
856,1714.4386648941122
857,1713.03383753822
858,1715.2267058065606
859,1719.3731296971196
860,1718.8410560689151
861,1723.8078698002857
862,1726.7079062714986
863,1726.6126248993246
864,1727.7153582019907
865,1729.8316140095858
866,1733.5684873568232
867,1732.7597120035114
868,1738.6525211983737
869,1737.865655810538
870,1741.4553527066007
871,1744.308017441122
872,1746.6529133141078
873,1748.9130036599302
874,1747.3879854742652
875,1752.267034071855
876,1754.6690461102264
877,1757.0245618138208
878,1757.891804930049
879,1757.7796927375173
880,1763.1271706836756
881,1761.408742704115
882,1764.8467365143206
883,1768.9468787571752
884,1768.098210672608
885,1771.451740443044
886,1773.0888653436803
887,1773.3397204697326
888,1779.3573992766064
889,1780.0875521053651
890,1780.644767652702
891,1785.3557275674293
892,1786.9601056727347
893,1788.454743864383
894,1787.2250190260586
895,1789.6741311026383
896,1794.2699030631372
897,1792.7497803741865
898,1797.863477184209
899,1799.8179149734626
900,1803.2318277109184
901,1803.2738478764727
902,1802.616354912049
903,1809.195267218167
904,1810.7583897311638
905,1811.4627372086932
906,1811.563301658888
907,1816.8172389471138
908,1814.735207235007
909,1817.350174650313
910,1818.8815874952195
911,1821.2538045524293
912,1822.7248677099676
913,1827.417889955616
914,1829.3168937199357
915,1830.0351340601549
916,1833.6552727704598
917,1836.1041726111775
918,1835.6305533729521
919,1838.0909404569666
920,1843.0650148748693
921,1842.304369196424
922,1844.579145766449
923,1844.625575478987
924,1849.6492724666502
925,1848.648391969196
926,1851.8499510365884
927,1855.9783855867374
928,1858.9406131239725
929,1859.6750596722018
930,1858.9200943741916
931,1864.2621839834956
932,1865.459473586058
933,1866.7133350871943
934,1868.1049327241296
935,1872.6890886697329
936,1873.2775201082966
937,1876.027336807707
938,1876.4047810732159
939,1878.787627184709
940,1880.3610084853544
941,1882.355566320613
942,1883.5880201030996
943,1886.2329776695494
944,1888.9849221338488
945,1893.2482476981695
946,1894.8797498121817
947,1894.9880748708197
948,1895.9188307321672
949,1896.8856535719528
950,1903.3148929794888
951,1905.2922826900672
952,1905.180019421448
953,1908.878825729533
954,1909.970598288226
955,1910.6213969699627
956,1910.880647510047
957,1913.7903571664829
958,1915.02344382242
959,1919.7833282528634
960,1921.6620965981538
961,1924.2067191587134
962,1925.380499307753
963,1927.2741441542578
964,1927.7444261227831
965,1931.376690639032
966,1933.3221835794445
967,1932.657287606434
968,1936.4411156886774
969,1939.8266720027304
970,1939.2144881787976
971,1944.3878268466653
972,1945.3055148751246
973,1947.5616424922282
974,1948.4877790404512
975,1949.195062741362
976,1953.245260068014
977,1953.5592924352525
978,1957.4335329997182
979,1956.9354164187994
980,1958.6628335581754
981,1964.3238974230626
982,1964.504562973938
983,1968.584341029513
984,1970.6274569912198
985,1970.3257062805592
986,1972.1108823575762
987,1973.1570375882502
988,1979.259254707806
989,1980.9446801165082
990,1978.8654051179929
991,1982.666288123453
992,1983.1758580198325
993,1987.6929096644124
994,1986.6765965871962
995,1989.1851514027273
996,1990.7415938279637
997,1996.4605160005074
998,1996.3472413672948
999,2001.2672375789239
